Team,Year,Rank,Result,Change,Combinations,Expected_Value,Lottery_Chance,Difference,Standard_deviation,Z,Winning Percentage,Playoff outcome,previous_winning_percentage,average_future_winning_percentage_2,average_future_winning_percentage_3,average_future_winning_percentage_4,average_future_winning_percentage_5,average_future_winning_percentage_6,average_future_winning_percentage_8,average_future_winning_percentage_10,average_future_winning_percentage_12,average_future_playoff_success_2,average_future_playoff_success_3,average_future_playoff_success_4,average_future_playoff_success_5,average_future_playoff_success_6,average_future_playoff_success_8,average_future_playoff_success_10,average_future_playoff_success_12,change_in_winning_percentage_2,change_in_winning_percentage_3,change_in_winning_percentage_4,change_in_winning_percentage_5,change_in_winning_percentage_6,change_in_winning_percentage_8,change_in_winning_percentage_10,change_in_winning_percentage_12
IND,2009,13,13,0,6.0,12.783355415154869,0.021550627276186732,-0.21664458484513105,1.5932039832396014,-0.13598044388805042,0.39,0,0.439,0.4205000000000001,0.49233333333333335,0.5205,0.553,0.5379999999999999,0.5361250000000001,0.5458999999999999,0.5455833333333333,0.5,1.0,1.5,1.8,1.5,1.375,1.3,1.1666666666666667,-0.018499999999999905,0.053333333333333344,0.08149999999999996,0.11400000000000005,0.09899999999999992,0.09712500000000007,0.10689999999999994,0.10658333333333331
PHX,2009,14,14,0,5.0,13.786372771964327,0.01797630799654816,-0.2136272280356728,1.5826929571834398,-0.1349770510231143,0.659,3,0.561,0.5735,0.549,0.488,0.5074,0.5021666666666667,0.44825,0.4074,0.43733333333333335,1.5,1.0,0.75,0.6,0.5,0.375,0.3,0.5833333333333334,0.012499999999999956,-0.01200000000000001,-0.07300000000000006,-0.05360000000000009,-0.058833333333333404,-0.11275000000000007,-0.15360000000000007,-0.1236666666666667
MIA,2008,1,2,-1,250.0,2.6464926827686224,0.6397811177809484,0.6464926827686224,1.2037348787558475,0.5370723189784301,0.524,1,0.183,0.5485,0.6013333333333333,0.62525,0.6612,0.6608333333333333,0.6251249999999999,0.6037999999999999,0.5930833333333333,1.0,2.0,2.75,3.2,3.3333333333333335,2.75,2.3,2.25,0.3655,0.4183333333333333,0.44225,0.4782,0.4778333333333333,0.44212499999999993,0.4207999999999999,0.4100833333333333
MIN,2008,3,3,0,138.0,3.5339582550880904,0.42186367320154994,0.5339582550880904,1.480055765324712,0.3607690112750207,0.293,0,0.268,0.238,0.22766666666666668,0.26925,0.29100000000000004,0.32383333333333336,0.3115,0.3443,0.34825,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333,-0.030000000000000027,-0.04033333333333333,0.0012499999999999734,0.02300000000000002,0.055833333333333346,0.04349999999999998,0.07629999999999998,0.08024999999999999
NYK,2008,5,6,-1,76.0,4.838543946467176,0.2526766244246452,-1.1614560535328238,1.761096133071418,-0.6595074690824518,0.39,0,0.28,0.372,0.4186666666666667,0.45025000000000004,0.492,0.4851666666666667,0.4385,0.42400000000000004,0.3970833333333334,0.0,0.3333333333333333,0.5,0.8,0.6666666666666666,0.5,0.4,0.3333333333333333,0.09199999999999997,0.13866666666666666,0.17025,0.21199999999999997,0.20516666666666666,0.15849999999999997,0.14400000000000002,0.11708333333333337
LAC,2008,6,7,-1,75.0,5.389878392447354,0.24966125722809035,-1.6101216075526459,2.0265845324505274,-0.7945000969713815,0.232,0,0.28,0.293,0.3253333333333333,0.3955,0.453,0.49333333333333335,0.536125,0.5423,0.5574166666666667,0.0,0.0,0.5,0.6,0.8333333333333334,1.0,0.9,1.0,0.012999999999999956,0.04533333333333328,0.11549999999999999,0.173,0.21333333333333332,0.25612499999999994,0.2623,0.27741666666666664
MIL,2008,7,8,-1,43.0,6.5373358561313255,0.14863149367824763,-1.4626641438686745,1.941256706566759,-0.7534625064891561,0.415,0,0.317,0.488,0.4676666666666667,0.46825,0.46719999999999995,0.4198333333333333,0.427625,0.44700000000000006,0.4974166666666667,0.5,0.3333333333333333,0.25,0.4,0.3333333333333333,0.375,0.5,0.8333333333333334,0.17099999999999999,0.15066666666666667,0.15125,0.15019999999999994,0.10283333333333328,0.11062499999999997,0.13000000000000006,0.18041666666666667
CHA,2008,8,9,-1,28.0,7.603009437545826,0.09837299209783248,-1.3969905624541736,1.8785467925704482,-0.7436549187804086,0.427,0,0.39,0.4820000000000001,0.45966666666666667,0.37125,0.3482,0.37749999999999995,0.4065,0.413,0.41333333333333333,0.5,0.3333333333333333,0.25,0.2,0.3333333333333333,0.375,0.3,0.25,0.09200000000000008,0.06966666666666665,-0.01874999999999999,-0.041800000000000004,-0.012500000000000067,0.01649999999999996,0.022999999999999965,0.023333333333333317
CHI,2008,9,1,8,17.0,8.7128129158745,0.060411060978213874,7.712812915874499,1.721262106731203,4.480905543503581,0.5,1,0.402,0.5,0.5853333333333334,0.6285000000000001,0.6125999999999999,0.608,0.59625,0.5599000000000001,0.5170833333333333,1.0,1.6666666666666667,1.5,1.6,1.5,1.375,1.3,1.0833333333333333,0.09799999999999998,0.18333333333333335,0.22650000000000003,0.2105999999999999,0.20599999999999996,0.19424999999999992,0.15790000000000004,0.11508333333333332
BKN,2008,10,10,0,11.0,9.781890547568446,0.0393255994137161,-0.21810945243155366,1.5875831429170455,-0.13738458574887397,0.415,0,0.415,0.28049999999999997,0.2846666666666666,0.29674999999999996,0.35700000000000004,0.387,0.380125,0.36260000000000003,0.3853333333333333,0.0,0.0,0.0,0.2,0.5,0.5,0.4,0.5,-0.1345,-0.13033333333333336,-0.11825000000000002,-0.05799999999999994,-0.02799999999999997,-0.03487499999999999,-0.05239999999999995,-0.029666666666666675
IND,2008,11,11,0,8.0,10.809313939518153,0.02868520225585782,-0.19068606048184655,1.5208619208033411,-0.12538025830847513,0.439,0,0.439,0.4145000000000001,0.4266666666666667,0.479,0.5042,0.534,0.527,0.5313,0.5428333333333334,0.0,0.3333333333333333,0.75,1.2,1.5,1.25,1.2,1.1666666666666667,-0.02449999999999991,-0.012333333333333307,0.03999999999999998,0.06519999999999998,0.09500000000000003,0.08800000000000002,0.0923,0.10383333333333339
SAC,2008,12,12,0,7.0,11.790990189844136,0.025124133816049932,-0.20900981015586417,1.5708410067934773,-0.13305599309666052,0.207,0,0.463,0.256,0.2683333333333333,0.28450000000000003,0.2958,0.30333333333333334,0.322,0.3295,0.3501666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20700000000000002,-0.1946666666666667,-0.1785,-0.16720000000000002,-0.15966666666666668,-0.14100000000000001,-0.1335,-0.11283333333333334
POR,2008,13,13,0,6.0,12.783308971455195,0.021555981055301144,-0.2166910285448047,1.593382069322799,-0.13599439375949565,0.659,1,0.5,0.6345000000000001,0.618,0.5695,0.5359999999999999,0.5565,0.56225,0.5596,0.5595833333333333,1.0,1.0,0.75,0.6,0.8333333333333334,1.0,1.0,1.1666666666666667,0.13450000000000006,0.118,0.0695,0.03599999999999992,0.056499999999999995,0.06225000000000003,0.059599999999999986,0.05958333333333332
GSW,2008,14,14,0,5.0,13.786321932972498,0.01798077433451507,-0.21367806702750158,1.5828692343802928,-0.13499413747286484,0.354,0,0.585,0.3355,0.36999999999999994,0.36450000000000005,0.4062,0.4421666666666666,0.545,0.5884,0.5675,0.0,0.0,0.0,0.4,0.5,1.5,2.2,2.1666666666666665,-0.24949999999999994,-0.21500000000000002,-0.22049999999999992,-0.17879999999999996,-0.14283333333333337,-0.039999999999999925,0.0034000000000000696,-0.01749999999999996
BOS,2007,2,5,-3,199.0,2.9780480226441983,0.5541453750813883,-2.0219519773558017,1.3330654321011863,-1.516768741177834,0.805,5,0.293,0.7805,0.7236666666666668,0.7135,0.6890000000000001,0.6585,0.593,0.5974999999999999,0.6036666666666667,3.5,3.6666666666666665,3.25,3.2,2.8333333333333335,2.25,2.2,2.25,0.4875,0.4306666666666668,0.42050000000000004,0.3960000000000001,0.3655,0.3,0.30449999999999994,0.3106666666666667
MIL,2007,3,6,-3,156.0,3.4041211648829264,0.4646982986258712,-2.5958788351170736,1.4956918942191821,-1.73557057115178,0.317,0,0.341,0.366,0.43100000000000005,0.43,0.438,0.44216666666666665,0.417,0.425,0.4599166666666667,0.0,0.3333333333333333,0.25,0.2,0.3333333333333333,0.375,0.4,0.6666666666666666,0.024999999999999967,0.09000000000000002,0.08899999999999997,0.09699999999999998,0.10116666666666663,0.07599999999999996,0.08399999999999996,0.11891666666666667
ATL,2007,4,3,1,119.0,3.9658215014522056,0.3741311033640108,0.9658215014522056,1.6691350624063457,0.5786359194083477,0.451,1,0.366,0.512,0.5566666666666666,0.5517500000000001,0.5626,0.5583333333333333,0.568125,0.5654,0.5250833333333332,1.5,1.6666666666666667,1.75,1.6,1.5,1.625,1.6,1.3333333333333333,0.14600000000000002,0.19066666666666665,0.18575000000000008,0.1966,0.19233333333333336,0.202125,0.19940000000000002,0.15908333333333324
MIN,2007,6,7,-1,53.0,5.713085588707464,0.18129845725435478,-1.2869144112925364,1.8264491182647937,-0.7045991034862013,0.268,0,0.39,0.28049999999999997,0.248,0.23775,0.269,0.2871666666666666,0.30074999999999996,0.31379999999999997,0.3458333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,-0.10950000000000004,-0.14200000000000002,-0.15225000000000002,-0.121,-0.10283333333333339,-0.08925000000000005,-0.07620000000000005,-0.04416666666666663
POR,2007,7,1,6,53.0,6.370240392703228,0.18129845725435478,5.370240392703228,2.0979093470919756,2.559805741915019,0.5,0,0.39,0.5795000000000001,0.5896666666666667,0.5885,0.5555999999999999,0.5299999999999999,0.557625,0.5498000000000001,0.5618333333333333,0.5,0.6666666666666666,0.75,0.6,0.5,0.75,0.9,1.0833333333333333,0.1895000000000001,0.19966666666666666,0.1985,0.16559999999999986,0.1399999999999999,0.16762500000000002,0.15980000000000005,0.17183333333333328
CHA,2007,8,8,0,19.0,7.82045197531257,0.06744282569978156,-0.17954802468743036,1.6103508339115675,-0.11149621617005369,0.39,0,0.402,0.4085,0.45133333333333336,0.44225,0.37499999999999994,0.35516666666666663,0.382125,0.40809999999999996,0.4163333333333333,0.0,0.3333333333333333,0.25,0.2,0.16666666666666666,0.25,0.3,0.25,0.00649999999999995,0.04933333333333334,0.04024999999999995,-0.02700000000000008,-0.04683333333333339,-0.01987500000000003,0.006099999999999939,0.014333333333333254
NYK,2007,9,9,0,19.0,8.687694425580752,0.06744282569978156,-0.31230557441924844,1.8201195018617298,-0.17158520311430275,0.28,0,0.402,0.335,0.3413333333333333,0.384,0.4162,0.4566666666666667,0.42475000000000007,0.4166,0.3939166666666667,0.0,0.0,0.25,0.4,0.6666666666666666,0.5,0.4,0.3333333333333333,-0.067,-0.0606666666666667,-0.018000000000000016,0.01419999999999999,0.0546666666666667,0.022750000000000048,0.014600000000000002,-0.008083333333333331
SAC,2007,10,10,0,18.0,9.58604992246954,0.06395843416486247,-0.4139500775304601,1.9868827785800922,-0.20834146935748557,0.463,0,0.402,0.33499999999999996,0.325,0.317,0.3202,0.3236666666666667,0.329625,0.34290000000000004,0.35283333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06700000000000006,-0.07700000000000001,-0.08500000000000002,-0.08180000000000004,-0.07833333333333331,-0.07237500000000002,-0.059099999999999986,-0.04916666666666669
IND,2007,11,11,0,8.0,10.809173244491445,0.02871148255421528,-0.19082675550855477,1.5214635737087576,-0.12542315097520915,0.439,0,0.427,0.439,0.4226666666666667,0.42974999999999997,0.471,0.49333333333333335,0.51325,0.5166999999999999,0.5280833333333333,0.0,0.0,0.25,0.6,1.0,1.125,1.1,1.0833333333333333,0.01200000000000001,-0.0043333333333333,0.0027499999999999747,0.043999999999999984,0.06633333333333336,0.08625,0.08969999999999995,0.10108333333333336
PHI,2007,12,12,0,7.0,11.790823823964988,0.025147140449051895,-0.2091761760350117,1.5714655274250486,-0.13310898163815332,0.488,1,0.427,0.494,0.439,0.45425,0.4694,0.4603333333333333,0.40175,0.3677,0.4110833333333333,1.0,0.6666666666666666,0.75,1.0,0.8333333333333334,0.625,0.5,0.75,0.067,0.01200000000000001,0.027249999999999996,0.04239999999999999,0.033333333333333326,-0.025249999999999995,-0.059299999999999964,-0.01591666666666669
LAC,2007,14,14,0,5.0,13.78613645052404,0.017997223265725892,-0.21386354947595976,1.5835057780370894,-0.135057006069826,0.28,0,0.488,0.256,0.2886666666666667,0.314,0.3724,0.42416666666666664,0.490375,0.5191,0.524,0.0,0.0,0.0,0.4,0.5,0.875,0.9,0.8333333333333334,-0.23199999999999998,-0.1993333333333333,-0.174,-0.11559999999999998,-0.06383333333333335,0.002375000000000016,0.031100000000000017,0.03600000000000003
POR,2006,1,4,-3,250.0,2.6464424568350626,0.63981445134167,-1.3535575431649374,1.2037132981539975,-1.1244849959211545,0.39,0,0.256,0.44500000000000006,0.5163333333333334,0.53975,0.5488,0.5279999999999999,0.528625,0.5388,0.5405000000000001,0.0,0.3333333333333333,0.5,0.6,0.5,0.625,0.8,0.8333333333333334,0.18900000000000006,0.2603333333333334,0.28374999999999995,0.29279999999999995,0.2719999999999999,0.272625,0.28279999999999994,0.2845000000000001
NYK,2006,2,2,0,199.0,2.9790666755033834,0.5537317826600969,0.9790666755033834,1.333674835101143,0.7341119812230191,0.402,0,0.28,0.341,0.35733333333333334,0.35650000000000004,0.38760000000000006,0.41383333333333333,0.449125,0.41900000000000004,0.4101666666666666,0.0,0.0,0.0,0.2,0.3333333333333333,0.5,0.4,0.3333333333333333,0.061,0.07733333333333331,0.07650000000000001,0.10760000000000003,0.1338333333333333,0.16912499999999997,0.139,0.1301666666666666
CHA,2006,3,3,0,138.0,3.5337894677324018,0.4218916060807926,0.5337894677324018,1.4799593775333963,0.36067845904125595,0.402,0,0.317,0.396,0.4063333333333334,0.43900000000000006,0.4342,0.3795,0.382125,0.4044,0.4101666666666666,0.0,0.0,0.25,0.2,0.16666666666666666,0.25,0.3,0.25,0.07900000000000001,0.08933333333333338,0.12200000000000005,0.11719999999999997,0.0625,0.06512499999999999,0.08739999999999998,0.09316666666666662
ATL,2006,4,5,-1,137.0,3.831400176558921,0.4194455995650733,-1.1685998234410788,1.7160691676921038,-0.6809747797128118,0.366,0,0.317,0.4085,0.4633333333333334,0.509,0.5146,0.5298333333333333,0.522375,0.5496000000000001,0.5260833333333333,0.5,1.0,1.25,1.4,1.3333333333333333,1.25,1.5,1.3333333333333333,0.09149999999999997,0.14633333333333337,0.192,0.19759999999999994,0.21283333333333326,0.20537500000000003,0.23260000000000008,0.20908333333333334
TOR,2006,5,1,4,88.0,4.684712415516473,0.2881878275032215,3.684712415516473,1.8180386524642946,2.026751417260552,0.573,1,0.329,0.5365,0.4916666666666667,0.49074999999999996,0.4462,0.4298333333333333,0.44737499999999997,0.48599999999999993,0.5168333333333334,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.375,0.7,0.9166666666666666,0.20749999999999996,0.16266666666666668,0.16174999999999995,0.11719999999999997,0.10083333333333327,0.11837499999999995,0.15699999999999992,0.18783333333333335
MIN,2006,6,6,0,53.0,5.712819022442287,0.18114316275078496,-0.2871809775577132,1.8255421043333655,-0.15731271104403438,0.39,0,0.402,0.329,0.317,0.2835,0.2682,0.2891666666666667,0.325125,0.315,0.34175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,-0.07300000000000001,-0.08500000000000002,-0.11850000000000005,-0.13380000000000003,-0.11283333333333334,-0.07687500000000003,-0.08700000000000002,-0.060250000000000026
BOS,2006,7,7,0,53.0,6.370306806129468,0.18114316275078496,-0.6296931938705317,2.096949469998604,-0.3002901132715186,0.293,0,0.402,0.549,0.618,0.616,0.6294,0.623,0.568625,0.5622,0.57825,2.5,2.3333333333333335,2.75,2.6,2.6666666666666665,2.125,1.9,2.0833333333333335,0.14700000000000002,0.21599999999999997,0.21399999999999997,0.22739999999999994,0.22099999999999997,0.16662500000000002,0.1602,0.17625000000000002
HOU,2006,8,8,0,23.0,7.723130991314812,0.08123638690365095,-0.27686900868518816,1.7380499767557043,-0.15929864640716493,0.634,1,0.415,0.6525000000000001,0.6503333333333333,0.61575,0.5974,0.5836666666666667,0.58875,0.5892999999999999,0.6130833333333333,1.0,1.3333333333333333,1.0,0.8,0.6666666666666666,0.75,1.0,1.25,0.2375000000000001,0.23533333333333334,0.20075000000000004,0.18240000000000006,0.1686666666666667,0.17375000000000002,0.17429999999999995,0.19808333333333333
GSW,2006,9,9,0,22.0,8.591413878416173,0.07778491865215735,-0.4085861215838271,1.92784848772428,-0.21193891749560712,0.512,2,0.415,0.5485,0.4836666666666667,0.44199999999999995,0.44139999999999996,0.4258333333333333,0.46874999999999994,0.5457,0.58175,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.625,1.4,2.0,0.1335,0.06866666666666671,0.02699999999999997,0.02639999999999998,0.010833333333333306,0.053749999999999964,0.13069999999999998,0.16675
ORL,2006,11,11,0,8.0,10.809304651952262,0.028687177431493315,-0.19069534804773802,1.5209079576352316,-0.12538256972778206,0.488,1,0.439,0.5609999999999999,0.614,0.6405,0.6392,0.6261666666666666,0.535125,0.5013,0.4726666666666666,1.5,2.3333333333333335,2.5,2.2,2.0,1.5,1.2,1.0,0.12199999999999994,0.175,0.20149999999999996,0.2002,0.18716666666666665,0.09612499999999996,0.062299999999999967,0.03366666666666662
PHI,2006,13,13,0,6.0,12.783295682664608,0.021557464014165834,-0.21670431733539175,1.5934302996012986,-0.13599861719060732,0.427,0,0.463,0.45749999999999996,0.4716666666666667,0.436,0.4488,0.4623333333333333,0.427625,0.37629999999999997,0.3948333333333333,0.5,0.6666666666666666,0.5,0.6,0.8333333333333334,0.625,0.5,0.5833333333333334,-0.00550000000000006,0.008666666666666656,-0.027000000000000024,-0.014200000000000046,-0.0006666666666667043,-0.035375000000000045,-0.08670000000000005,-0.06816666666666671
UTA,2006,14,14,0,5.0,13.78630796781366,0.01798201076715144,-0.2136920321863407,1.5829172544393026,-0.13499886465135172,0.622,3,0.5,0.6405000000000001,0.622,0.6280000000000001,0.5976,0.5888333333333334,0.54525,0.5313000000000001,0.5433333333333333,2.5,2.0,2.0,1.6,1.5,1.125,0.9,1.0833333333333333,0.14050000000000007,0.122,0.1280000000000001,0.09760000000000002,0.08883333333333343,0.04525000000000001,0.031300000000000106,0.043333333333333335
ATL,2005,1,2,-1,250.0,2.6464414655332726,0.6398511733594185,0.6464414655332726,1.2036829110914689,0.537052956037314,0.317,0,0.159,0.3415,0.37799999999999995,0.42675,0.47059999999999996,0.4816666666666667,0.5041249999999999,0.5227999999999999,0.5280833333333333,0.0,0.3333333333333333,0.75,1.0,1.1666666666666667,1.125,1.3,1.3333333333333333,0.18250000000000002,0.21899999999999994,0.26775000000000004,0.3116,0.32266666666666666,0.3451249999999999,0.3637999999999999,0.3690833333333333
CHA,2005,3,5,-2,177.0,3.2863600712769654,0.5100645055400693,-1.7136399287230346,1.525471164109979,-1.1233512432356207,0.317,0,0.22,0.35950000000000004,0.36966666666666664,0.384,0.41459999999999997,0.4146666666666666,0.35625,0.3776,0.39999999999999997,0.0,0.0,0.0,0.2,0.16666666666666666,0.125,0.2,0.25,0.13950000000000004,0.14966666666666664,0.164,0.19459999999999997,0.19466666666666657,0.13625,0.1576,0.17999999999999997
POR,2005,4,3,1,119.0,3.9643662367924057,0.37381769427609735,0.9643662367924057,1.6677415769792836,0.5782468040037266,0.256,0,0.329,0.32300000000000006,0.38200000000000006,0.45125000000000004,0.483,0.5,0.47824999999999995,0.5106999999999999,0.512,0.0,0.0,0.25,0.4,0.5,0.375,0.6,0.75,-0.00599999999999995,0.05300000000000005,0.12225000000000003,0.15399999999999997,0.17099999999999999,0.14924999999999994,0.18169999999999992,0.183
UTA,2005,5,6,-1,88.0,4.684002247758619,0.28818447799638164,-1.3159977522413806,1.8174248553620118,-0.7241002280555076,0.5,0,0.317,0.5610000000000002,0.5936666666666667,0.5915,0.6024,0.5813333333333334,0.569625,0.5325000000000001,0.53625,1.5,1.6666666666666667,1.5,1.6,1.3333333333333333,1.125,0.9,0.9166666666666666,0.24400000000000016,0.27666666666666667,0.2745,0.28540000000000004,0.26433333333333336,0.25262500000000004,0.21550000000000008,0.21925
MIL,2005,6,1,5,63.0,5.5488087434130575,0.2128064724064651,4.5488087434130575,1.9182789186317664,2.371296842826978,0.488,1,0.366,0.4145,0.38200000000000006,0.39025,0.4244,0.42483333333333334,0.43525,0.4165,0.42324999999999996,0.5,0.3333333333333333,0.25,0.4,0.3333333333333333,0.375,0.4,0.4166666666666667,0.04849999999999999,0.01600000000000007,0.024249999999999994,0.05840000000000001,0.05883333333333335,0.06925000000000003,0.05049999999999999,0.05724999999999997
TOR,2005,7,7,0,36.0,6.6784109364332975,0.12540452926587306,-0.32158906356670247,1.8249351133843776,-0.17621945087697355,0.329,0,0.402,0.45099999999999996,0.4673333333333333,0.45099999999999996,0.4584,0.4266666666666667,0.415375,0.4506,0.48425,0.5,0.6666666666666666,0.5,0.4,0.3333333333333333,0.25,0.4,0.75,0.04899999999999993,0.0653333333333333,0.04899999999999993,0.05639999999999995,0.02466666666666667,0.01337499999999997,0.04859999999999998,0.08224999999999999
NYK,2005,8,8,0,35.0,7.459837989410943,0.1220535352679705,-0.5401620105890572,2.0585992761441503,-0.26239298577856546,0.28,0,0.402,0.341,0.3206666666666667,0.33799999999999997,0.3412,0.36966666666666664,0.42775,0.40800000000000003,0.40399999999999997,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.4,0.3333333333333333,-0.061,-0.08133333333333331,-0.06400000000000006,-0.06080000000000002,-0.03233333333333338,0.025749999999999995,0.006000000000000005,0.0019999999999999463
GSW,2005,9,9,0,14.0,8.796507653074334,0.04990316235004896,-0.20349234692566576,1.5839584348278573,-0.12847076189078224,0.415,0,0.415,0.4635,0.5039999999999999,0.46649999999999997,0.4366,0.437,0.44287499999999996,0.49820000000000003,0.5574166666666667,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.5,1.0,1.5833333333333333,0.04850000000000004,0.08899999999999991,0.05149999999999999,0.021600000000000008,0.02200000000000002,0.027874999999999983,0.08320000000000005,0.1424166666666667
LAL,2005,10,10,0,14.0,9.69774403043813,0.04990316235004896,-0.3022559695618696,1.7726757649641416,-0.17050832167719276,0.549,1,0.415,0.5305,0.5853333333333333,0.63725,0.6487999999999999,0.6565,0.638625,0.5694,0.5181666666666667,1.0,2.0,2.75,3.2,3.0,2.625,2.1,1.75,0.11549999999999999,0.17033333333333328,0.22225,0.23379999999999995,0.2415,0.22362500000000002,0.15440000000000004,0.10316666666666668
ORL,2005,11,11,0,8.0,10.809291955500095,0.028686321162618045,-0.19070804449990497,1.5208743490354062,-0.12539368858502936,0.439,0,0.439,0.4635,0.5203333333333333,0.57025,0.6002,0.6058333333333333,0.5549999999999999,0.5025,0.48383333333333334,0.5,1.0,1.75,2.0,1.8333333333333333,1.5,1.2,1.0,0.024500000000000022,0.08133333333333331,0.13125000000000003,0.16119999999999995,0.16683333333333333,0.11599999999999994,0.06349999999999995,0.044833333333333336
LAC,2005,12,12,0,7.0,11.790973637707035,0.02512510864808437,-0.20902636229296512,1.5708577775212915,-0.13306510957522502,0.573,2,0.451,0.5305,0.447,0.39325,0.3854,0.3861666666666667,0.45075000000000004,0.4984,0.521,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.625,0.9,0.9166666666666666,0.07949999999999996,-0.0040000000000000036,-0.057750000000000024,-0.06559999999999999,-0.0648333333333333,-0.00024999999999997247,0.0474,0.07
CLE,2005,13,13,0,6.0,12.783297351772262,0.021556813017397383,-0.21670264822773788,1.5934021923648576,-0.13599996866209738,0.61,2,0.512,0.61,0.5896666666666667,0.6435,0.6636,0.5916666666666667,0.520125,0.5209,0.5438333333333333,3.0,2.6666666666666665,2.75,2.6,2.1666666666666665,1.625,1.7,2.1666666666666665,0.09799999999999998,0.07766666666666666,0.13149999999999995,0.15159999999999996,0.07966666666666666,0.008124999999999938,0.008900000000000019,0.03183333333333327
MIN,2005,14,14,0,5.0,13.786314746106587,0.017981464630758576,-0.21368525389341286,1.58289169577586,-0.1349967622318432,0.402,0,0.537,0.396,0.35333333333333333,0.33825000000000005,0.30720000000000003,0.2905,0.314375,0.31980000000000003,0.3275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14100000000000001,-0.1836666666666667,-0.19874999999999998,-0.2298,-0.24650000000000005,-0.22262500000000002,-0.2172,-0.20950000000000002
ORL,2004,1,1,0,250.0,2.6444690821643038,0.641229528934111,1.6444690821643038,1.2027758005673308,1.3672282742873885,0.439,0,0.256,0.439,0.45533333333333337,0.49999999999999994,0.5439999999999999,0.5733333333333334,0.579375,0.5159,0.49091666666666667,0.0,0.3333333333333333,0.75,1.4,1.6666666666666667,1.5,1.2,1.0,0.183,0.19933333333333336,0.24399999999999994,0.2879999999999999,0.31733333333333336,0.32337499999999997,0.2599,0.23491666666666666
CHI,2004,2,3,-1,200.0,2.9707345160225556,0.5569824215564487,-0.02926548397744444,1.3319820546479637,-0.021971380076272248,0.573,1,0.28,0.5365,0.5569999999999999,0.51825,0.5146,0.5121666666666667,0.573375,0.5721,0.57025,1.0,1.3333333333333333,1.0,1.0,1.0,1.25,1.3,1.25,0.25649999999999995,0.2769999999999999,0.23824999999999996,0.23459999999999992,0.23216666666666663,0.29337499999999994,0.2921,0.29025
ATL,2004,3,5,-2,157.0,3.3931233184620573,0.4678137441663125,-1.6068766815379427,1.4935679305268574,-1.0758644777349469,0.159,0,0.341,0.238,0.2806666666666667,0.32325,0.3732,0.4186666666666666,0.456875,0.4655,0.4976666666666667,0.0,0.0,0.25,0.6,0.8333333333333334,1.0,1.0,1.25,-0.10300000000000004,-0.06033333333333335,-0.017750000000000044,0.03219999999999995,0.07766666666666655,0.11587499999999995,0.1245,0.15666666666666668
LAC,2004,5,2,3,104.0,4.51024260593935,0.33439743350244633,2.51024260593935,1.8892141884299125,1.3287231386005849,0.451,0,0.341,0.512,0.504,0.44799999999999995,0.4048,0.39633333333333337,0.42175,0.47519999999999996,0.5067499999999999,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.5,0.7,0.8333333333333334,0.17099999999999999,0.16299999999999998,0.10699999999999993,0.06379999999999997,0.055333333333333345,0.08074999999999999,0.13419999999999993,0.1657499999999999
PHX,2004,6,6,0,64.0,5.518335363068763,0.2165230633084847,-0.48166463693123696,1.9194331996350147,-0.2509410783468926,0.756,3,0.354,0.7075,0.7196666666666668,0.7075,0.6782,0.6749999999999999,0.62975,0.5928,0.557,3.0,2.6666666666666665,2.25,1.8,2.0,1.5,1.2,1.0,0.35350000000000004,0.3656666666666668,0.35350000000000004,0.32420000000000004,0.32099999999999995,0.27575000000000005,0.2388,0.20300000000000007
TOR,2004,7,7,0,37.0,6.640155280255415,0.1291024134892079,-0.35984471974458465,1.8348176322274554,-0.1961201557169122,0.402,0,0.402,0.36550000000000005,0.4346666666666667,0.451,0.4412,0.449,0.41375,0.43099999999999994,0.4659166666666666,0.0,0.3333333333333333,0.5,0.4,0.3333333333333333,0.25,0.3,0.5833333333333334,-0.03649999999999998,0.03266666666666668,0.04899999999999999,0.03919999999999996,0.046999999999999986,0.011749999999999983,0.028999999999999915,0.06391666666666657
PHI,2004,8,8,0,36.0,7.414673203161463,0.12575003483685193,-0.5853267968385367,2.070840951412126,-0.282651739352265,0.524,1,0.402,0.49349999999999994,0.4713333333333334,0.47550000000000003,0.48040000000000005,0.45516666666666666,0.470125,0.44079999999999997,0.3958333333333333,0.5,0.3333333333333333,0.5,0.6,0.5,0.75,0.6,0.5,0.09149999999999991,0.06933333333333336,0.07350000000000001,0.07840000000000003,0.05316666666666664,0.06812499999999999,0.038799999999999946,-0.006166666666666709
