Year,Team,Winning Percentage,Playoff outcome,previous_winning_percentage,average_future_winning_percentage_2,average_future_winning_percentage_3,average_future_winning_percentage_4,average_future_winning_percentage_5,average_future_winning_percentage_6,average_future_winning_percentage_8,average_future_winning_percentage_10,average_future_winning_percentage_12,average_future_playoff_success_2,average_future_playoff_success_3,average_future_playoff_success_4,average_future_playoff_success_5,average_future_playoff_success_6,average_future_playoff_success_8,average_future_playoff_success_10,average_future_playoff_success_12
2006,DEN,0.549,1,0.537,0.5795000000000001,0.606,0.616,0.6148,0.6083333333333333,0.5980000000000001,0.5551999999999999,0.5500833333333334,1.0,1.6666666666666667,1.5,1.4,1.3333333333333333,1.125,0.9,0.75
2007,DEN,0.61,1,0.549,0.6345000000000001,0.6383333333333333,0.63125,0.6202,0.6326666666666666,0.575125,0.5490999999999999,0.55925,2.0,1.6666666666666667,1.5,1.4,1.3333333333333333,1.0,0.8,0.8333333333333334
2008,DEN,0.659,3,0.61,0.6525000000000001,0.6383333333333333,0.62275,0.6372,0.6041666666666666,0.549125,0.5442,0.5609166666666666,2.0,1.6666666666666667,1.5,1.4,1.1666666666666667,0.875,0.7,1.0
2009,DEN,0.646,1,0.659,0.6280000000000001,0.6106666666666666,0.63175,0.5932,0.5553333333333333,0.52775,0.5442,0.5604166666666667,1.0,1.0,1.0,0.8,0.6666666666666666,0.5,0.6,0.9166666666666666
2010,DEN,0.61,1,0.646,0.593,0.6269999999999999,0.58,0.5372,0.5146666666666667,0.5171250000000001,0.5426,0.5553333333333333,1.0,1.0,0.75,0.6,0.5,0.375,0.8,0.9166666666666666
2011,DEN,0.576,1,0.61,0.6355,0.57,0.519,0.49560000000000004,0.49433333333333335,0.52325,0.5469,0.5583333333333333,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.5,0.9,1.25
2012,DEN,0.695,1,0.576,0.567,0.5,0.4755,0.47800000000000004,0.49183333333333334,0.53,0.5478,0.5567272727272727,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.75,0.9,1.2727272727272727
2013,DEN,0.439,0,0.695,0.40249999999999997,0.4023333333333334,0.42375,0.45120000000000005,0.48583333333333334,0.52475,0.5429,0.5429,0.0,0.0,0.0,0.0,0.3333333333333333,0.875,1.3,1.3
2014,DEN,0.366,0,0.439,0.384,0.4186666666666667,0.45425000000000004,0.4952000000000001,0.5176666666666667,0.543,0.5544444444444445,0.5544444444444445,0.0,0.0,0.0,0.4,0.8333333333333334,1.0,1.4444444444444444,1.4444444444444444
2015,DEN,0.402,0,0.366,0.445,0.4836666666666667,0.5275000000000001,0.548,0.5655,0.5780000000000001,0.5780000000000001,0.5780000000000001,0.0,0.0,0.5,1.0,1.1666666666666667,1.625,1.625,1.625
2016,DEN,0.488,0,0.402,0.5245,0.5693333333333334,0.5845,0.5982000000000001,0.596,0.6031428571428572,0.6031428571428572,0.6031428571428572,0.0,0.6666666666666666,1.25,1.4,1.3333333333333333,1.8571428571428572,1.8571428571428572,1.8571428571428572
2017,DEN,0.561,0,0.488,0.6100000000000001,0.6166666666666667,0.62575,0.6176,0.6223333333333333,0.6223333333333333,0.6223333333333333,0.6223333333333333,1.0,1.6666666666666667,1.75,1.6,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665
2018,DEN,0.659,2,0.561,0.6445000000000001,0.6473333333333333,0.63175,0.6346,0.6346,0.6346,0.6346,0.6346,2.5,2.3333333333333335,2.0,2.6,2.6,2.6,2.6,2.6
2019,DEN,0.63,3,0.659,0.6415,0.6226666666666667,0.6285000000000001,0.6285000000000001,0.6285000000000001,0.6285000000000001,0.6285000000000001,0.6285000000000001,2.5,2.0,2.75,2.75,2.75,2.75,2.75,2.75
2020,DEN,0.653,2,0.63,0.619,0.628,0.628,0.628,0.628,0.628,0.628,0.628,1.5,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
2021,DEN,0.585,1,0.653,0.6154999999999999,0.6154999999999999,0.6154999999999999,0.6154999999999999,0.6154999999999999,0.6154999999999999,0.6154999999999999,0.6154999999999999,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2022,DEN,0.646,5,0.585,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1984,DET,0.561,2,,0.561,0.5853333333333334,0.6037500000000001,0.6366,0.6505000000000001,0.63725,0.583,0.5609999999999999,1.5,2.0,2.5,3.0,3.3333333333333335,3.0,2.4,2.0833333333333335
1985,DET,0.561,1,0.561,0.5974999999999999,0.618,0.6555000000000001,0.6684,0.6586666666666666,0.628125,0.5609999999999999,0.5691666666666667,2.0,2.6666666666666665,3.25,3.6,3.5,2.75,2.2,2.0
1986,DET,0.634,3,0.561,0.6465,0.6869999999999999,0.6952500000000001,0.6782,0.6626666666666666,0.5885,0.561,0.5599999999999999,3.5,4.0,4.25,4.0,3.5,2.625,2.2,1.9166666666666667
1987,DET,0.659,4,0.634,0.7135,0.7156666666666668,0.68925,0.6684,0.6383333333333333,0.551875,0.5635000000000001,0.5555,4.5,4.666666666666667,4.25,3.6,3.0,2.25,2.0,1.75
1988,DET,0.768,5,0.659,0.744,0.6993333333333333,0.6707500000000001,0.6342000000000001,0.5691666666666667,0.539625,0.5427,0.5432499999999999,5.0,4.333333333333333,3.5,2.8,2.3333333333333335,1.875,1.6,1.5
1989,DET,0.72,5,0.768,0.6649999999999999,0.6383333333333333,0.60075,0.5294,0.498,0.526,0.5239,0.51175,4.0,3.0,2.25,1.8,1.5,1.375,1.2,1.0833333333333333
1990,DET,0.61,3,0.72,0.5974999999999999,0.5609999999999999,0.48175,0.45360000000000006,0.47150000000000003,0.492375,0.5031,0.5025833333333333,2.0,1.3333333333333333,1.0,0.8,0.8333333333333334,0.75,0.8,0.8333333333333334
1991,DET,0.585,1,0.61,0.5365,0.439,0.4145000000000001,0.4438000000000001,0.4796666666666667,0.488625,0.48109999999999997,0.5025833333333333,0.5,0.3333333333333333,0.25,0.4,0.5,0.5,0.5,0.8333333333333334
1992,DET,0.488,0,0.585,0.36599999999999994,0.35766666666666663,0.4085000000000001,0.4586,0.45733333333333337,0.4795,0.48360000000000003,0.5087499999999999,0.0,0.0,0.25,0.4,0.3333333333333333,0.5,0.6,1.1666666666666667
1993,DET,0.244,0,0.488,0.2925,0.38200000000000006,0.4512500000000001,0.45120000000000005,0.4726666666666666,0.46725,0.4958,0.523,0.0,0.3333333333333333,0.5,0.4,0.5,0.5,0.9,1.5
1994,DET,0.341,0,0.244,0.45099999999999996,0.5203333333333334,0.503,0.5184,0.5173333333333333,0.513,0.5372999999999999,0.5676666666666667,0.5,0.6666666666666666,0.5,0.6,0.6666666666666666,0.75,1.4,1.75
1995,DET,0.561,1,0.341,0.61,0.557,0.5627500000000001,0.5526000000000001,0.5255,0.546625,0.5691,0.5930833333333333,1.0,0.6666666666666666,0.75,0.8,0.6666666666666666,1.125,1.8,2.0
1996,DET,0.659,1,0.561,0.5549999999999999,0.5633333333333334,0.5505,0.5184,0.5336666666666666,0.558875,0.591,0.6063333333333333,0.5,0.6666666666666666,0.75,0.6,0.8333333333333334,1.625,2.0,2.1666666666666665
1997,DET,0.451,0,0.659,0.5155,0.5143333333333333,0.48325000000000007,0.5085999999999999,0.5255,0.558875,0.5896999999999999,0.5910833333333333,0.5,0.6666666666666666,0.5,0.8,1.1666666666666667,2.0,2.2,2.1666666666666665
1998,DET,0.58,1,0.451,0.546,0.49400000000000005,0.523,0.5404,0.5601666666666666,0.6,0.6166,0.5809166666666666,1.0,0.6666666666666666,1.0,1.4,2.0,2.375,2.5,2.1666666666666665
1999,DET,0.512,1,0.58,0.451,0.504,0.5305000000000001,0.5561999999999999,0.5733333333333334,0.60825,0.6062000000000001,0.5630833333333333,0.5,1.0,1.5,2.2,2.5,2.625,2.5,2.0833333333333335
2000,DET,0.39,0,0.512,0.5,0.5366666666666667,0.56725,0.5856,0.618,0.63425,0.5879,0.552,1.0,1.6666666666666667,2.5,2.8,2.8333333333333335,2.875,2.4,2.0
2001,DET,0.61,2,0.39,0.61,0.6263333333333334,0.6345000000000001,0.6636,0.6606666666666667,0.645,0.5854999999999999,0.549,2.5,3.3333333333333335,3.5,3.4,3.3333333333333335,3.0,2.4,2.0
2002,DET,0.61,3,0.61,0.6345000000000001,0.6426666666666666,0.677,0.6708000000000001,0.6789999999999999,0.6098750000000001,0.5624,0.5276666666666667,4.0,4.0,3.75,3.6,3.5,2.75,2.2,1.8333333333333333
2003,DET,0.659,5,0.61,0.659,0.6993333333333335,0.686,0.6928,0.6566666666666666,0.579375,0.5368,0.5093333333333333,4.5,4.0,3.75,3.6,3.1666666666666665,2.375,1.9,1.5833333333333333
2004,DET,0.659,4,0.659,0.7195,0.695,0.70125,0.6562,0.6016666666666667,0.544375,0.5063000000000001,0.4991666666666667,3.5,3.3333333333333335,3.25,2.8,2.3333333333333335,1.75,1.4,1.25
2005,DET,0.78,3,0.659,0.7130000000000001,0.7153333333333333,0.6555000000000001,0.5902000000000001,0.5528333333333333,0.50625,0.47939999999999994,0.48183333333333334,3.0,3.0,2.5,2.0,1.6666666666666667,1.25,1.0,0.9166666666666666
2006,DET,0.646,3,0.78,0.683,0.614,0.5427500000000001,0.5074,0.486,0.45299999999999996,0.4551,0.4565000000000001,3.0,2.3333333333333335,1.75,1.4,1.1666666666666667,0.875,0.8,0.6666666666666666
2007,DET,0.72,3,0.646,0.598,0.5083333333333333,0.47275000000000006,0.4539999999999999,0.4373333333333333,0.421,0.4356,0.4443333333333334,2.0,1.3333333333333333,1.0,0.8,0.6666666666666666,0.5,0.5,0.5
2008,DET,0.476,1,0.72,0.40249999999999997,0.39033333333333337,0.38750000000000007,0.38079999999999997,0.37633333333333335,0.398125,0.4112,0.40958333333333335,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.25,0.2,0.25
2009,DET,0.329,0,0.476,0.34750000000000003,0.35800000000000004,0.35700000000000004,0.35639999999999994,0.36200000000000004,0.395,0.4136,0.3930833333333333,0.0,0.0,0.0,0.0,0.0,0.125,0.2,0.16666666666666666
2010,DET,0.366,0,0.329,0.3725,0.36633333333333334,0.3632500000000001,0.3686,0.39666666666666667,0.413375,0.4109999999999999,0.389,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,0.2,0.16666666666666666
2011,DET,0.379,0,0.366,0.3665,0.36233333333333334,0.36925,0.40279999999999994,0.4108333333333334,0.430125,0.4022,0.37575000000000003,0.0,0.0,0.0,0.2,0.16666666666666666,0.25,0.2,0.16666666666666666
2012,DET,0.354,0,0.379,0.354,0.36599999999999994,0.40875,0.41719999999999996,0.42700000000000005,0.42062499999999997,0.3923,0.37545454545454543,0.0,0.0,0.25,0.2,0.16666666666666666,0.25,0.2,0.18181818181818182
2013,DET,0.354,0,0.354,0.372,0.427,0.43300000000000005,0.44160000000000005,0.45133333333333336,0.41112499999999996,0.3776,0.3776,0.0,0.3333333333333333,0.25,0.2,0.3333333333333333,0.25,0.2,0.2
2014,DET,0.39,0,0.354,0.46349999999999997,0.45933333333333337,0.4635,0.4708,0.44283333333333336,0.40187500000000004,0.38022222222222224,0.38022222222222224,0.5,0.3333333333333333,0.25,0.4,0.3333333333333333,0.25,0.2222222222222222,0.2222222222222222
2015,DET,0.537,1,0.39,0.494,0.488,0.491,0.45339999999999997,0.42416666666666664,0.379,0.379,0.379,0.5,0.3333333333333333,0.5,0.4,0.3333333333333333,0.25,0.25,0.25
2016,DET,0.451,0,0.537,0.46349999999999997,0.4756666666666667,0.4325,0.4016,0.3813333333333333,0.35642857142857143,0.35642857142857143,0.35642857142857143,0.0,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285
2017,DET,0.476,0,0.451,0.488,0.4263333333333333,0.38925,0.3674,0.3406666666666667,0.3406666666666667,0.3406666666666667,0.3406666666666667,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2018,DET,0.5,1,0.476,0.40149999999999997,0.36033333333333334,0.34025,0.3136,0.3136,0.3136,0.3136,0.3136,0.5,0.3333333333333333,0.25,0.2,0.2,0.2,0.2,0.2
2019,DET,0.303,0,0.5,0.2905,0.287,0.267,0.267,0.267,0.267,0.267,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,DET,0.278,0,0.303,0.279,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DET,0.28,0,0.278,0.2435,0.2435,0.2435,0.2435,0.2435,0.2435,0.2435,0.2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,DET,0.207,0,0.28,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,GSW,0.268,0,,0.317,0.38199999999999995,0.34750000000000003,0.38280000000000003,0.3941666666666666,0.446625,0.4598000000000001,0.44616666666666666,0.0,0.6666666666666666,0.5,0.8,0.6666666666666666,0.875,0.8,0.6666666666666666
1985,GSW,0.366,0,0.268,0.439,0.37399999999999994,0.4115,0.4194,0.439,0.465,0.46469999999999995,0.4543333333333333,1.0,0.6666666666666666,1.0,0.8,1.0,0.875,0.8,0.6666666666666666
1986,GSW,0.512,2,0.366,0.378,0.4266666666666666,0.43274999999999997,0.45359999999999995,0.48983333333333334,0.4955,0.472,0.44316666666666665,1.0,1.3333333333333333,1.0,1.2,1.1666666666666667,1.0,0.8,0.6666666666666666
1987,GSW,0.244,0,0.512,0.384,0.40633333333333327,0.439,0.48539999999999994,0.4736666666666667,0.471125,0.4574,0.43549999999999994,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,0.75,0.6,0.5
1988,GSW,0.524,2,0.244,0.4875,0.504,0.54575,0.5196,0.5346666666666667,0.49550000000000005,0.45619999999999994,0.43449999999999994,1.0,1.3333333333333333,1.25,1.0,1.0,0.75,0.6,0.5
1989,GSW,0.451,0,0.524,0.494,0.553,0.5185000000000001,0.5367999999999999,0.5001666666666668,0.47575,0.4457999999999999,0.4080833333333333,1.0,1.0,0.75,0.8,0.6666666666666666,0.5,0.4,0.3333333333333333
1990,GSW,0.537,2,0.451,0.6040000000000001,0.5409999999999999,0.55825,0.51,0.4981666666666667,0.448375,0.4239,0.3918333333333333,1.5,1.0,1.0,0.8,0.6666666666666666,0.5,0.4,0.3333333333333333
1991,GSW,0.671,1,0.537,0.543,0.5653333333333334,0.50325,0.4904,0.4696666666666666,0.43374999999999997,0.39089999999999997,0.38566666666666666,0.5,0.6666666666666666,0.5,0.4,0.3333333333333333,0.25,0.2,0.16666666666666666
1992,GSW,0.415,0,0.671,0.5125000000000001,0.4473333333333333,0.44525,0.42939999999999995,0.3965,0.37887499999999996,0.3494,0.36733333333333335,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.125,0.1,0.08333333333333333
1993,GSW,0.61,1,0.415,0.4635,0.45533333333333337,0.43299999999999994,0.3928,0.3973333333333333,0.352875,0.35419999999999996,0.36733333333333335,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.125,0.1,0.08333333333333333
1994,GSW,0.317,0,0.61,0.37800000000000006,0.37399999999999994,0.33849999999999997,0.3548,0.33433333333333337,0.308625,0.3383,0.35108333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,GSW,0.439,0,0.317,0.4025000000000001,0.3456666666666666,0.36425,0.3378,0.316,0.32687499999999997,0.34809999999999997,0.36733333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
1996,GSW,0.366,0,0.439,0.29900000000000004,0.33933333333333326,0.3125,0.2914,0.2855,0.328375,0.3457,0.37949999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
1997,GSW,0.232,0,0.366,0.32600000000000007,0.2946666666666667,0.27275,0.2694,0.3016666666666667,0.3345,0.3603,0.3785,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666
1998,GSW,0.42,0,0.232,0.32600000000000007,0.28633333333333333,0.27875,0.3156,0.33816666666666667,0.357375,0.3956,0.38558333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666
1999,GSW,0.232,0,0.42,0.21950000000000006,0.2316666666666667,0.2895,0.3218,0.3373333333333333,0.368875,0.389,0.38716666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.16666666666666666
2000,GSW,0.207,0,0.232,0.23150000000000004,0.30866666666666664,0.34425,0.3584,0.3678333333333334,0.41300000000000003,0.3975,0.3968333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.16666666666666666
2001,GSW,0.256,0,0.207,0.35950000000000004,0.38999999999999996,0.39625,0.4,0.4186666666666667,0.431375,0.42069999999999996,0.42733333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.2,0.3333333333333333
2002,GSW,0.463,0,0.256,0.4570000000000001,0.443,0.43600000000000005,0.45119999999999993,0.47350000000000003,0.439,0.42989999999999995,0.4578333333333333,0.0,0.0,0.0,0.4,0.3333333333333333,0.25,0.2,0.4166666666666667
2003,GSW,0.451,0,0.463,0.43300000000000005,0.427,0.44825000000000004,0.4755999999999999,0.4553333333333333,0.436,0.44089999999999996,0.48733333333333334,0.0,0.0,0.5,0.4,0.3333333333333333,0.25,0.4,0.8333333333333334
2004,GSW,0.415,0,0.451,0.415,0.44733333333333336,0.48175,0.45619999999999994,0.433,0.423125,0.458,0.5239166666666667,0.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.25,0.5,1.1666666666666667
2005,GSW,0.415,0,0.415,0.4635,0.5039999999999999,0.46649999999999997,0.4366,0.437,0.44287499999999996,0.49820000000000003,0.5574166666666667,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.5,1.0,1.5833333333333333
2006,GSW,0.512,2,0.415,0.5485,0.4836666666666667,0.44199999999999995,0.44139999999999996,0.4258333333333333,0.46874999999999994,0.5457,0.58175,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.625,1.4,2.0
2007,GSW,0.585,0,0.512,0.46950000000000003,0.4186666666666666,0.42374999999999996,0.4086,0.43599999999999994,0.506875,0.5762,0.597,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.7,2.1666666666666665
2008,GSW,0.354,0,0.585,0.3355,0.36999999999999994,0.36450000000000005,0.4062,0.4421666666666666,0.545,0.5884,0.5675,0.0,0.0,0.0,0.4,0.5,1.5,2.2,2.1666666666666665
2009,GSW,0.317,0,0.354,0.378,0.36800000000000005,0.41924999999999996,0.4598,0.5193333333333333,0.602875,0.6224999999999999,0.5831666666666667,0.0,0.0,0.5,0.6,1.3333333333333333,2.125,2.6,2.1666666666666665
2010,GSW,0.439,0,0.317,0.39349999999999996,0.4533333333333333,0.4955,0.5598,0.6148333333333333,0.651625,0.6138999999999999,0.6105833333333334,0.0,0.6666666666666666,0.75,1.6,2.0,2.75,2.6,2.5833333333333335
2011,GSW,0.348,0,0.439,0.46049999999999996,0.5143333333333333,0.59,0.65,0.6778333333333334,0.6836249999999999,0.6242,0.61875,1.0,1.0,2.0,2.4,2.8333333333333335,3.25,2.6,2.75
2012,GSW,0.573,2,0.348,0.5974999999999999,0.6706666666666666,0.7255,0.7438,0.7376666666666666,0.669,0.654,0.6433636363636364,1.5,2.6666666666666665,3.0,3.4,3.6666666666666665,3.25,3.1,3.0
2013,GSW,0.622,1,0.573,0.7195,0.7763333333333332,0.7865,0.7706,0.758,0.665125,0.6504,0.6504,3.0,3.3333333333333335,3.75,4.0,4.0,3.0,3.1,3.1
2014,GSW,0.817,5,0.622,0.8534999999999999,0.8413333333333334,0.80775,0.7852,0.6928333333333333,0.668125,0.6535555555555556,0.6535555555555556,4.5,4.666666666666667,4.75,4.6,3.8333333333333335,3.5,3.3333333333333335,3.3333333333333335
2015,GSW,0.89,4,0.817,0.8534999999999999,0.8046666666666665,0.77725,0.6679999999999999,0.647,0.6331249999999999,0.6331249999999999,0.6331249999999999,4.5,4.666666666666667,4.5,3.6,3.0,3.125,3.125,3.125
2016,GSW,0.817,5,0.89,0.762,0.7396666666666666,0.6124999999999999,0.5983999999999999,0.6063333333333333,0.5964285714285714,0.5964285714285714,0.5964285714285714,5.0,4.666666666666667,3.5,2.8,3.1666666666666665,3.0,3.0,3.0
2017,GSW,0.707,5,0.817,0.701,0.5443333333333333,0.54375,0.5642,0.5596666666666666,0.5596666666666666,0.5596666666666666,0.5596666666666666,4.5,3.0,2.25,2.8,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
2018,GSW,0.695,4,0.707,0.46299999999999997,0.48933333333333334,0.5285,0.5302,0.5302,0.5302,0.5302,0.5302,2.0,1.3333333333333333,2.25,2.2,2.2,2.2,2.2,2.2
2019,GSW,0.231,0,0.695,0.3865,0.4730000000000001,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.0,1.6666666666666667,1.75,1.75,1.75,1.75,1.75,1.75
2020,GSW,0.542,0,0.231,0.5940000000000001,0.5750000000000001,0.5750000000000001,0.5750000000000001,0.5750000000000001,0.5750000000000001,0.5750000000000001,0.5750000000000001,2.5,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335
2021,GSW,0.646,5,0.542,0.5915,0.5915,0.5915,0.5915,0.5915,0.5915,0.5915,0.5915,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
2022,GSW,0.537,2,0.646,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1984,HOU,0.585,2,,0.6034999999999999,0.573,0.5700000000000001,0.5658,0.5548333333333334,0.559375,0.5852999999999999,0.5842499999999999,3.0,2.6666666666666665,2.25,2.0,1.8333333333333333,1.5,1.9,2.1666666666666665
1985,HOU,0.622,4,0.585,0.567,0.5650000000000001,0.561,0.5488,0.5630000000000001,0.570125,0.5841,0.5934166666666667,3.0,2.3333333333333335,2.0,1.8,1.6666666666666667,1.5,2.2,2.25
1986,HOU,0.512,2,0.622,0.5365,0.5406666666666666,0.5305000000000001,0.5511999999999999,0.5446666666666667,0.58075,0.5803999999999999,0.5832499999999999,1.5,1.3333333333333333,1.25,1.2,1.0,1.625,2.0,2.0
1987,HOU,0.561,1,0.512,0.555,0.5366666666666666,0.561,0.5512,0.5711666666666667,0.588375,0.5987,0.59225,1.0,1.0,1.0,0.8,1.0,2.0,2.1,1.9166666666666667
1988,HOU,0.549,1,0.561,0.5245,0.561,0.5487500000000001,0.5732,0.5955,0.591375,0.5926,0.5800833333333334,1.0,1.0,0.75,1.0,1.6666666666666667,2.125,2.1,1.8333333333333333
1989,HOU,0.5,1,0.549,0.567,0.5486666666666666,0.57925,0.6048,0.5995,0.6096250000000001,0.5997,0.5800833333333333,1.0,0.6666666666666666,1.0,1.8,2.3333333333333335,2.375,2.1,1.75
1990,HOU,0.634,1,0.5,0.573,0.6056666666666667,0.631,0.6194,0.6136666666666667,0.6096250000000001,0.5912,0.5668333333333333,0.5,1.0,2.0,2.6,2.5,2.375,2.0,1.6666666666666667
1991,HOU,0.512,0,0.634,0.5915,0.63,0.61575,0.6096,0.6238333333333334,0.6078749999999999,0.5827,0.5576666666666666,1.0,2.3333333333333335,3.0,2.8,2.8333333333333335,2.375,1.9,1.5833333333333333
1992,HOU,0.671,2,0.512,0.6890000000000001,0.6503333333333333,0.634,0.6462,0.6218333333333333,0.59575,0.5656,0.56075,3.5,4.0,3.5,3.4,3.0,2.375,1.9,1.6666666666666667
1993,HOU,0.707,5,0.671,0.6399999999999999,0.6216666666666667,0.6399999999999999,0.6119999999999999,0.6133333333333333,0.5805,0.5509,0.5566666666666666,5.0,4.0,3.75,3.2,2.8333333333333335,2.125,1.7,1.5833333333333333
1994,HOU,0.573,5,0.707,0.579,0.6176666666666666,0.5882499999999999,0.5946,0.5646666666666665,0.53475,0.5351,0.5323333333333333,3.5,3.3333333333333335,2.75,2.4,2.0,1.5,1.3,1.1666666666666667
1995,HOU,0.585,2,0.573,0.6399999999999999,0.5933333333333333,0.6,0.563,0.5606666666666666,0.528625,0.54,0.5374166666666667,2.5,2.0,1.75,1.4,1.1666666666666667,0.875,0.9,0.8333333333333334
1996,HOU,0.695,3,0.585,0.5974999999999999,0.605,0.5575,0.5558,0.5199999999999999,0.5241250000000001,0.523,0.5445833333333333,2.0,1.6666666666666667,1.25,1.0,0.8333333333333334,0.75,0.7,0.75
1997,HOU,0.5,1,0.695,0.5599999999999999,0.5116666666666666,0.5209999999999999,0.485,0.4915,0.515,0.5168999999999999,0.5405,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.5,0.5,0.6666666666666666
1998,HOU,0.62,1,0.5,0.5175,0.528,0.48125,0.48979999999999996,0.4996666666666667,0.504375,0.534,0.5415,0.5,0.3333333333333333,0.25,0.2,0.3333333333333333,0.375,0.5,0.5833333333333334
1999,HOU,0.415,0,0.62,0.4820000000000001,0.435,0.45725000000000005,0.4756,0.5,0.506125,0.5366,0.5335,0.0,0.0,0.0,0.2,0.3333333333333333,0.375,0.6,0.5
2000,HOU,0.549,0,0.415,0.44500000000000006,0.4713333333333334,0.49075,0.517,0.5,0.538125,0.5463,0.5418333333333333,0.0,0.0,0.25,0.4,0.3333333333333333,0.5,0.6,0.5
2001,HOU,0.341,0,0.549,0.4325000000000001,0.4713333333333334,0.509,0.4902,0.5141666666666667,0.55025,0.5438000000000001,0.5418333333333334,0.0,0.3333333333333333,0.5,0.4,0.5,0.75,0.6,0.5833333333333334
2002,HOU,0.524,0,0.341,0.5365000000000001,0.565,0.5275,0.5488,0.5691666666666667,0.571625,0.5612,0.5683333333333334,0.5,0.6666666666666666,0.5,0.6,0.6666666666666666,0.75,0.6,0.6666666666666666
2003,HOU,0.549,1,0.524,0.5855,0.5286666666666666,0.5549999999999999,0.5782,0.5895,0.571625,0.5637000000000001,0.5815833333333333,1.0,0.6666666666666666,0.75,0.8,1.0,0.75,0.7,0.9166666666666666
2004,HOU,0.622,1,0.549,0.5185,0.5569999999999999,0.5855,0.5976,0.5833333333333334,0.567375,0.5747,0.5775,0.5,0.6666666666666666,0.75,1.0,0.8333333333333334,0.625,0.7,0.9166666666666666
2005,HOU,0.415,0,0.622,0.5245,0.5733333333333334,0.5915,0.5756,0.5670000000000001,0.55825,0.5808,0.5815833333333333,0.5,0.6666666666666666,1.0,0.8,0.6666666666666666,0.625,0.9,1.0
2006,HOU,0.634,1,0.415,0.6525000000000001,0.6503333333333333,0.61575,0.5974,0.5836666666666667,0.58875,0.5892999999999999,0.6130833333333333,1.0,1.3333333333333333,1.0,0.8,0.6666666666666666,0.75,1.0,1.25
2007,HOU,0.671,1,0.634,0.6585000000000001,0.6096666666666667,0.58825,0.5736000000000001,0.5695,0.594875,0.5930000000000001,0.6140833333333334,1.5,1.0,0.75,0.6,0.6666666666666666,1.0,1.1,1.3333333333333333
2008,HOU,0.646,2,0.671,0.579,0.5606666666666666,0.54925,0.5492,0.5675,0.5735,0.6052000000000001,0.6090833333333333,1.0,0.6666666666666666,0.5,0.6,0.6666666666666666,1.0,1.3,1.4166666666666667
2009,HOU,0.512,0,0.646,0.518,0.517,0.525,0.5518,0.5736666666666667,0.576625,0.6052000000000001,0.5749166666666667,0.0,0.0,0.25,0.4,0.8333333333333334,1.0,1.3,1.25
