Year,Team,Winning Percentage,Playoff outcome,previous_winning_percentage,average_future_winning_percentage_2,average_future_winning_percentage_3,average_future_winning_percentage_4,average_future_winning_percentage_5,average_future_winning_percentage_6,average_future_winning_percentage_8,average_future_winning_percentage_10,average_future_winning_percentage_12,average_future_playoff_success_2,average_future_playoff_success_3,average_future_playoff_success_4,average_future_playoff_success_5,average_future_playoff_success_6,average_future_playoff_success_8,average_future_playoff_success_10,average_future_playoff_success_12
1984,ATL,0.415,0,,0.5125,0.5733333333333333,0.5825,0.5928,0.5773333333333334,0.556375,0.567,0.5619166666666666,1.0,1.3333333333333333,1.5,1.4,1.1666666666666667,1.0,1.1,1.1666666666666667
1985,ATL,0.61,2,0.415,0.6525,0.6383333333333332,0.63725,0.6098,0.5955,0.57,0.5767,0.58425,2.0,2.0,1.75,1.4,1.3333333333333333,1.125,1.2,1.3333333333333333
1986,ATL,0.695,2,0.61,0.6525,0.6463333333333333,0.60975,0.5926,0.5710000000000001,0.580625,0.5718,0.58425,2.0,1.6666666666666667,1.25,1.2,1.0,1.125,1.2,1.25
1987,ATL,0.61,2,0.695,0.622,0.5813333333333333,0.567,0.5462,0.5425,0.55775,0.5706,0.578,1.5,1.0,1.0,0.8,0.8333333333333334,1.0,1.2,1.25
1988,ATL,0.634,1,0.61,0.567,0.5526666666666666,0.53025,0.529,0.5566666666666666,0.551625,0.5706,0.5555833333333333,0.5,0.6666666666666666,0.5,0.6,0.8333333333333334,1.0,1.1,1.0833333333333333
1989,ATL,0.5,0,0.634,0.512,0.4956666666666667,0.50275,0.5412,0.5363333333333333,0.55775,0.5692,0.5281666666666667,0.5,0.3333333333333333,0.5,0.8,0.8333333333333334,1.125,1.2,1.0
1990,ATL,0.524,1,0.5,0.49350000000000005,0.5036666666666667,0.5515,0.5436,0.5465,0.5715,0.5532999999999999,0.52,0.5,0.6666666666666666,1.0,1.0,1.1666666666666667,1.25,1.2,1.0
1991,ATL,0.463,0,0.524,0.49350000000000005,0.5606666666666666,0.5485,0.5509999999999999,0.5730000000000001,0.5835,0.5314,0.5119166666666667,0.5,1.0,1.0,1.2,1.3333333333333333,1.375,1.1,0.9166666666666666
1992,ATL,0.524,1,0.463,0.6094999999999999,0.577,0.573,0.595,0.5975,0.56825,0.5253,0.50175,1.5,1.3333333333333333,1.5,1.6,1.5,1.375,1.1,0.9166666666666666
1993,ATL,0.695,2,0.524,0.6034999999999999,0.5893333333333333,0.61275,0.6122,0.6135,0.540875,0.5156,0.4713333333333334,1.5,1.6666666666666667,1.75,1.6,1.6666666666666667,1.25,1.0,0.8333333333333334
1994,ATL,0.512,1,0.695,0.5365,0.5853333333333334,0.5915,0.5972000000000001,0.5545,0.50425,0.48020000000000007,0.4398333333333333,1.5,1.6666666666666667,1.5,1.6,1.3333333333333333,1.0,0.8,0.6666666666666666
1995,ATL,0.561,2,0.512,0.6220000000000001,0.618,0.6185,0.563,0.52,0.493625,0.44489999999999996,0.4276666666666667,2.0,1.6666666666666667,1.75,1.4,1.1666666666666667,0.875,0.7,0.5833333333333334
1996,ATL,0.683,2,0.561,0.6465000000000001,0.6376666666666667,0.5635,0.5118,0.49350000000000005,0.466125,0.4205,0.41850000000000004,1.5,1.6666666666666667,1.25,1.0,0.8333333333333334,0.625,0.5,0.5
1997,ATL,0.61,1,0.683,0.615,0.5236666666666666,0.469,0.4556,0.45083333333333325,0.400625,0.3888,0.4093333333333333,1.5,1.0,0.75,0.6,0.5,0.375,0.3,0.5
1998,ATL,0.62,2,0.61,0.48050000000000004,0.422,0.417,0.41899999999999993,0.40599999999999997,0.364,0.3729,0.4123333333333334,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.25,0.3,0.5833333333333334
1999,ATL,0.341,0,0.62,0.32300000000000006,0.34933333333333333,0.36875,0.3632,0.32916666666666666,0.33225,0.36819999999999997,0.4054166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5833333333333334
2000,ATL,0.305,0,0.341,0.35350000000000004,0.37799999999999995,0.36875,0.3268,0.32516666666666666,0.346,0.3987,0.4275,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.6666666666666666
2001,ATL,0.402,0,0.305,0.41450000000000004,0.38999999999999996,0.33225,0.3292,0.3353333333333333,0.3795,0.42190000000000005,0.44683333333333336,0.0,0.0,0.0,0.0,0.0,0.375,0.7,0.75
2002,ATL,0.427,0,0.402,0.384,0.309,0.311,0.322,0.34349999999999997,0.41,0.4423,0.4519166666666667,0.0,0.0,0.0,0.0,0.16666666666666666,0.625,0.8,0.8333333333333334
2003,ATL,0.341,0,0.427,0.25,0.2723333333333333,0.29575,0.32680000000000003,0.3678333333333333,0.42375,0.4532999999999999,0.47733333333333333,0.0,0.0,0.0,0.2,0.5,0.875,0.9,1.0833333333333333
2004,ATL,0.159,0,0.341,0.238,0.2806666666666667,0.32325,0.3732,0.4186666666666666,0.456875,0.4655,0.4976666666666667,0.0,0.0,0.25,0.6,0.8333333333333334,1.0,1.0,1.25
2005,ATL,0.317,0,0.159,0.3415,0.37799999999999995,0.42675,0.47059999999999996,0.4816666666666667,0.5041249999999999,0.5227999999999999,0.5280833333333333,0.0,0.3333333333333333,0.75,1.0,1.1666666666666667,1.125,1.3,1.3333333333333333
2006,ATL,0.366,0,0.317,0.4085,0.4633333333333334,0.509,0.5146,0.5298333333333333,0.522375,0.5496000000000001,0.5260833333333333,0.5,1.0,1.25,1.4,1.3333333333333333,1.25,1.5,1.3333333333333333
2007,ATL,0.451,1,0.366,0.512,0.5566666666666666,0.5517500000000001,0.5626,0.5583333333333333,0.568125,0.5654,0.5250833333333332,1.5,1.6666666666666667,1.75,1.6,1.5,1.625,1.6,1.3333333333333333
2008,ATL,0.573,2,0.451,0.6094999999999999,0.5853333333333334,0.5905,0.5798,0.5603333333333333,0.5848749999999999,0.5496000000000001,0.5124166666666666,2.0,2.0,1.75,1.6,1.5,1.75,1.5,1.25
2009,ATL,0.646,2,0.573,0.5915,0.5963333333333334,0.5815,0.5578000000000001,0.5868333333333334,0.57875,0.5277,0.5120833333333333,2.0,1.6666666666666667,1.5,1.4,1.6666666666666667,1.625,1.3,1.3333333333333333
2010,ATL,0.537,2,0.646,0.5715,0.5599999999999999,0.53575,0.575,0.5766666666666667,0.534625,0.493,0.5019166666666667,1.5,1.3333333333333333,1.25,1.6,1.6666666666666667,1.375,1.1,1.25
2011,ATL,0.606,1,0.537,0.5714999999999999,0.5353333333333333,0.5845,0.5846,0.5745,0.51175,0.4962,0.4988333333333333,1.0,1.0,1.5,1.6,1.5,1.125,1.2,1.1666666666666667
2012,ATL,0.537,1,0.606,0.5,0.5773333333333334,0.57925,0.5682,0.5223333333333333,0.473375,0.488,0.4890909090909091,1.0,1.6666666666666667,1.75,1.6,1.3333333333333333,1.0,1.2,1.1818181818181819
2013,ATL,0.463,1,0.537,0.5975,0.5933333333333334,0.576,0.5194,0.49183333333333334,0.477375,0.4843,0.4843,2.0,2.0,1.75,1.4,1.1666666666666667,1.25,1.2,1.2
2014,ATL,0.732,3,0.463,0.6585,0.6136666666666667,0.5335,0.4976,0.46449999999999997,0.485,0.48666666666666664,0.48666666666666664,2.5,2.0,1.5,1.2,1.0,1.25,1.2222222222222223,1.2222222222222223
2015,ATL,0.585,2,0.732,0.5545,0.4673333333333333,0.439,0.4109999999999999,0.4373333333333333,0.45599999999999996,0.45599999999999996,0.45599999999999996,1.5,1.0,0.75,0.6,1.0,1.0,1.0,1.0
2016,ATL,0.524,1,0.585,0.40850000000000003,0.39033333333333337,0.3675,0.40779999999999994,0.42716666666666664,0.43757142857142856,0.43757142857142856,0.43757142857142856,0.5,0.3333333333333333,0.25,0.8,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8571428571428571
2017,ATL,0.293,0,0.524,0.3235,0.3153333333333333,0.37875,0.40779999999999994,0.42316666666666664,0.42316666666666664,0.42316666666666664,0.42316666666666664,0.0,0.0,0.75,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
2018,ATL,0.354,0,0.293,0.3265,0.4073333333333333,0.4365,0.4492,0.4492,0.4492,0.4492,0.4492,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019,ATL,0.299,0,0.354,0.43399999999999994,0.46399999999999997,0.473,0.473,0.473,0.473,0.473,0.473,1.5,1.3333333333333333,1.25,1.25,1.25,1.25,1.25,1.25
2020,ATL,0.569,3,0.299,0.5465,0.531,0.531,0.531,0.531,0.531,0.531,0.531,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667
2021,ATL,0.524,1,0.569,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022,ATL,0.5,1,0.524,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,BKN,0.512,1,,0.49400000000000005,0.42700000000000005,0.37825,0.366,0.33949999999999997,0.35525,0.3915,0.38725000000000004,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.375,0.5,0.4166666666666667
1985,BKN,0.476,1,0.512,0.38450000000000006,0.3336666666666666,0.3295,0.305,0.307,0.35675,0.37689999999999996,0.371,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.375,0.4,0.3333333333333333
1986,BKN,0.293,0,0.476,0.26250000000000007,0.2806666666666667,0.26225,0.2732,0.309,0.365875,0.3659,0.37500000000000006,0.0,0.0,0.0,0.0,0.16666666666666666,0.375,0.3,0.3333333333333333
1987,BKN,0.232,0,0.293,0.27450000000000013,0.252,0.26825,0.3122,0.3475,0.375,0.3683,0.37725000000000003,0.0,0.0,0.0,0.2,0.3333333333333333,0.375,0.3,0.3333333333333333
1988,BKN,0.317,0,0.232,0.2620000000000001,0.2803333333333333,0.33225,0.3706,0.4003333333333334,0.39175,0.3975,0.3894166666666667,0.0,0.0,0.25,0.4,0.5,0.375,0.4,0.3333333333333333
1989,BKN,0.207,0,0.317,0.2620000000000001,0.3373333333333333,0.384,0.417,0.4084999999999999,0.39175,0.3978,0.3894166666666667,0.0,0.3333333333333333,0.5,0.6,0.5,0.375,0.4,0.3333333333333333
1990,BKN,0.317,0,0.207,0.4025000000000001,0.443,0.4695,0.44880000000000003,0.435,0.431375,0.4149,0.425,0.5,0.6666666666666666,0.75,0.6,0.5,0.5,0.4,0.6666666666666666
1991,BKN,0.488,1,0.317,0.5060000000000001,0.5203333333333334,0.48175,0.4586,0.43500000000000005,0.43174999999999997,0.4149,0.4484166666666667,1.0,1.0,0.75,0.6,0.5,0.5,0.4,1.0
1992,BKN,0.524,1,0.488,0.5365000000000002,0.4796666666666667,0.45125,0.4244,0.441,0.41800000000000004,0.4295,0.4555,1.0,0.6666666666666666,0.5,0.4,0.5,0.375,0.7,1.0833333333333333
1993,BKN,0.549,1,0.524,0.45750000000000013,0.42700000000000005,0.39949999999999997,0.4244,0.40700000000000003,0.39212500000000006,0.43689999999999996,0.45450000000000007,0.5,0.3333333333333333,0.25,0.4,0.3333333333333333,0.25,1.0,1.0833333333333333
1994,BKN,0.366,0,0.549,0.366,0.3496666666666666,0.39325,0.37859999999999994,0.3785,0.40275,0.43929999999999997,0.45858333333333334,0.0,0.0,0.25,0.2,0.16666666666666666,0.625,1.1,1.1666666666666667
1995,BKN,0.366,0,0.366,0.34150000000000014,0.4023333333333334,0.38175,0.381,0.37033333333333335,0.43175,0.45389999999999997,0.46975000000000006,0.0,0.3333333333333333,0.25,0.2,0.16666666666666666,1.125,1.2,1.3333333333333333
1996,BKN,0.317,0,0.366,0.4205000000000001,0.387,0.38475000000000004,0.3712,0.41500000000000004,0.457625,0.47709999999999997,0.47383333333333333,0.5,0.3333333333333333,0.25,0.2,0.8333333333333334,1.375,1.4,1.3333333333333333
1997,BKN,0.524,1,0.317,0.4220000000000001,0.4073333333333333,0.38475000000000004,0.4346,0.4618333333333333,0.482,0.49539999999999995,0.48200000000000004,0.5,0.3333333333333333,0.25,1.0,1.5,1.5,1.6,1.3333333333333333
1998,BKN,0.32,0,0.524,0.3490000000000001,0.3383333333333334,0.41225,0.44939999999999997,0.47,0.49124999999999996,0.4845,0.45050000000000007,0.0,0.0,1.0,1.6,1.6666666666666667,1.625,1.5,1.25
1999,BKN,0.378,0,0.32,0.34750000000000003,0.443,0.48175,0.5,0.502,0.5137499999999999,0.49399999999999994,0.44825,0.0,1.3333333333333333,2.0,2.0,1.8333333333333333,1.875,1.5,1.25
2000,BKN,0.317,0,0.378,0.47550000000000003,0.5163333333333333,0.5305,0.5267999999999999,0.5386666666666666,0.518375,0.4708,0.44449999999999995,2.0,2.6666666666666665,2.5,2.2,2.1666666666666665,1.875,1.5,1.25
2001,BKN,0.634,4,0.317,0.6160000000000001,0.6016666666666667,0.57925,0.583,0.5691666666666667,0.530625,0.46840000000000004,0.4679166666666666,4.0,3.3333333333333335,2.75,2.6,2.5,1.875,1.5,1.3333333333333333
2002,BKN,0.598,4,0.634,0.5855,0.5609999999999999,0.5702499999999999,0.5561999999999999,0.5326666666666666,0.46962499999999996,0.4383,0.45983333333333337,3.0,2.3333333333333335,2.25,2.2,1.8333333333333333,1.375,1.1,1.1666666666666667
2003,BKN,0.573,2,0.598,0.5425,0.5609999999999999,0.54575,0.5196,0.5021666666666667,0.4315,0.4383,0.4485833333333333,1.5,1.6666666666666667,1.75,1.4,1.1666666666666667,0.875,0.8,0.9166666666666666
2004,BKN,0.512,1,0.573,0.5549999999999999,0.5366666666666666,0.50625,0.488,0.431,0.4015,0.4347,0.42216666666666663,1.5,1.6666666666666667,1.25,1.0,0.8333333333333334,0.625,0.8,0.75
2005,BKN,0.598,2,0.512,0.5489999999999999,0.5043333333333333,0.482,0.41479999999999995,0.3945,0.41225,0.4298,0.39983333333333326,2.0,1.3333333333333333,1.0,0.8,0.6666666666666666,0.625,0.8,0.6666666666666666
2006,BKN,0.5,2,0.598,0.4575,0.44333333333333336,0.369,0.3538,0.35033333333333333,0.404625,0.3956,0.3784166666666666,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.625,0.6,0.5
2007,BKN,0.415,0,0.5,0.415,0.3253333333333333,0.31725,0.32039999999999996,0.3666666666666667,0.4,0.37,0.3794166666666667,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.4,0.4166666666666667
2008,BKN,0.415,0,0.415,0.28049999999999997,0.2846666666666666,0.29674999999999996,0.35700000000000004,0.387,0.380125,0.36260000000000003,0.3853333333333333,0.0,0.0,0.0,0.2,0.5,0.5,0.4,0.5
2009,BKN,0.146,0,0.415,0.21949999999999997,0.25733333333333336,0.3425,0.3814,0.39499999999999996,0.35875,0.3723,0.40633333333333327,0.0,0.0,0.25,0.6,0.6666666666666666,0.5,0.5,0.6666666666666666
2010,BKN,0.293,0,0.146,0.313,0.408,0.44025000000000003,0.44480000000000003,0.41333333333333333,0.38312500000000005,0.4063,0.4389166666666666,0.0,0.3333333333333333,0.75,0.8,0.6666666666666666,0.5,0.6,0.75
2011,BKN,0.333,0,0.293,0.4655,0.48933333333333334,0.48275,0.43740000000000007,0.4051666666666667,0.41050000000000003,0.44370000000000004,0.46025000000000005,0.5,1.0,1.0,0.8,0.6666666666666666,0.625,0.8,0.8333333333333334
2012,BKN,0.598,1,0.333,0.5674999999999999,0.5326666666666666,0.4635,0.4196,0.40650000000000003,0.42962500000000003,0.4641,0.47181818181818186,1.5,1.3333333333333333,1.0,0.8,0.6666666666666666,0.75,0.9,0.9090909090909091
2013,BKN,0.537,2,0.598,0.5,0.4186666666666667,0.375,0.3682,0.3921666666666667,0.43825000000000003,0.45920000000000005,0.45920000000000005,1.5,1.0,0.75,0.6,0.6666666666666666,0.875,0.9,0.9
2014,BKN,0.463,1,0.537,0.35950000000000004,0.321,0.326,0.3632,0.38366666666666666,0.43825000000000003,0.45055555555555554,0.45055555555555554,0.5,0.3333333333333333,0.25,0.4,0.5,0.75,0.7777777777777778,0.7777777777777778
2015,BKN,0.256,0,0.463,0.25,0.2803333333333333,0.33825,0.3678,0.41766666666666663,0.449,0.449,0.449,0.0,0.0,0.25,0.4,0.6666666666666666,0.75,0.75,0.75
2016,BKN,0.244,0,0.256,0.2925,0.36566666666666664,0.39575,0.45000000000000007,0.4645000000000001,0.4765714285714286,0.4765714285714286,0.4765714285714286,0.0,0.3333333333333333,0.5,0.8,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8571428571428571
2017,BKN,0.341,0,0.244,0.4265,0.4463333333333333,0.5015000000000001,0.5086,0.5153333333333333,0.5153333333333333,0.5153333333333333,0.5153333333333333,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
2018,BKN,0.512,1,0.341,0.499,0.555,0.5505,0.5502,0.5502,0.5502,0.5502,0.5502,1.0,1.3333333333333333,1.25,1.2,1.2,1.2,1.2,1.2
2019,BKN,0.486,1,0.512,0.5765,0.5633333333333334,0.55975,0.55975,0.55975,0.55975,0.55975,0.55975,1.5,1.3333333333333333,1.25,1.25,1.25,1.25,1.25,1.25
2020,BKN,0.667,2,0.486,0.6020000000000001,0.5843333333333334,0.5843333333333334,0.5843333333333334,0.5843333333333334,0.5843333333333334,0.5843333333333334,0.5843333333333334,1.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333
2021,BKN,0.537,1,0.667,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022,BKN,0.549,1,0.537,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,BOS,0.768,4,,0.7925,0.7683333333333334,0.75,0.7023999999999999,0.691,0.681375,0.6426000000000001,0.6045833333333334,4.5,4.333333333333333,4.0,3.4,3.0,2.75,2.3,2.0
1985,BOS,0.817,5,0.768,0.7685,0.7440000000000001,0.6859999999999999,0.6756,0.6768333333333333,0.6585,0.6085,0.5558333333333333,4.5,4.0,3.25,2.8,2.6666666666666665,2.375,2.0,1.6666666666666667
1986,BOS,0.72,4,0.817,0.7074999999999999,0.6423333333333333,0.64025,0.6487999999999999,0.6443333333333333,0.6051249999999999,0.567,0.5243333333333333,3.5,2.6666666666666665,2.25,2.2,2.1666666666666665,1.75,1.5,1.25
1987,BOS,0.695,3,0.72,0.6034999999999999,0.6136666666666667,0.631,0.6292000000000001,0.6218333333333333,0.5685,0.5133,0.496,2.0,1.6666666666666667,1.75,1.8,1.6666666666666667,1.375,1.1,0.9166666666666666
1988,BOS,0.512,1,0.695,0.573,0.6096666666666667,0.61275,0.6072000000000001,0.5710000000000001,0.5318750000000001,0.48769999999999997,0.4736666666666666,1.0,1.3333333333333333,1.5,1.4,1.1666666666666667,1.0,0.8,0.6666666666666666
1989,BOS,0.634,1,0.512,0.6585,0.6463333333333333,0.631,0.5828,0.5568333333333334,0.49075,0.4745000000000001,0.4675833333333333,1.5,1.6666666666666667,1.5,1.2,1.1666666666666667,0.875,0.7,0.5833333333333334
1990,BOS,0.683,2,0.634,0.6525,0.63,0.5700000000000001,0.5414,0.5181666666666668,0.46637500000000004,0.45380000000000004,0.4645833333333333,2.0,1.6666666666666667,1.25,1.2,1.0,0.75,0.6,0.75
1991,BOS,0.622,2,0.683,0.6034999999999999,0.5323333333333333,0.506,0.4852,0.43483333333333335,0.4285,0.42940000000000006,0.4524166666666667,1.5,1.0,1.0,0.8,0.6666666666666666,0.5,0.4,0.75
1992,BOS,0.585,1,0.622,0.48749999999999993,0.4673333333333334,0.451,0.39740000000000003,0.4043333333333334,0.404125,0.42699999999999994,0.43716666666666665,0.5,0.6666666666666666,0.5,0.4,0.3333333333333333,0.25,0.5,0.6666666666666666
1993,BOS,0.39,0,0.585,0.4085,0.4063333333333334,0.35050000000000003,0.3682,0.3701666666666667,0.385875,0.42219999999999996,0.43416666666666665,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.125,0.6,0.6666666666666666
1994,BOS,0.427,1,0.39,0.4145,0.3373333333333333,0.36275,0.36619999999999997,0.37633333333333335,0.411875,0.4271,0.4351666666666667,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.5,0.7,0.6666666666666666
1995,BOS,0.402,0,0.427,0.2925,0.3413333333333333,0.351,0.36619999999999997,0.37833333333333335,0.425625,0.43929999999999997,0.424,0.0,0.0,0.0,0.0,0.0,0.625,0.7,0.5833333333333334
1996,BOS,0.183,0,0.402,0.311,0.334,0.35725,0.37360000000000004,0.41100000000000003,0.43025,0.43929999999999997,0.4575833333333333,0.0,0.0,0.0,0.0,0.5,0.75,0.7,1.0
1997,BOS,0.439,0,0.183,0.4095,0.41533333333333333,0.42125,0.4566,0.47,0.476,0.45030000000000003,0.5053333333333333,0.0,0.0,0.0,0.6,0.8333333333333334,0.875,0.7,1.1666666666666667
1998,BOS,0.38,0,0.439,0.40349999999999997,0.41533333333333333,0.46099999999999997,0.47619999999999996,0.47,0.471375,0.4869,0.5195833333333334,0.0,0.0,0.75,1.0,1.0,0.875,1.2,1.5
1999,BOS,0.427,0,0.38,0.433,0.488,0.50025,0.488,0.49816666666666665,0.4605,0.5245,0.5448333333333334,0.0,1.0,1.25,1.2,1.1666666666666667,0.875,1.4,1.6666666666666667
2000,BOS,0.439,0,0.427,0.5185,0.5246666666666666,0.50325,0.5124,0.494,0.50775,0.5428000000000001,0.5585,1.5,1.6666666666666667,1.5,1.4,1.1666666666666667,1.5,1.8,1.9166666666666667
2001,BOS,0.598,3,0.439,0.5675000000000001,0.5246666666666666,0.5307499999999999,0.505,0.4696666666666666,0.5473750000000001,0.5672,0.5640833333333334,2.5,2.0,1.75,1.4,1.1666666666666667,1.75,2.0,2.0
2002,BOS,0.537,2,0.598,0.48800000000000004,0.5083333333333333,0.48175,0.44399999999999995,0.5041666666666667,0.548875,0.5665000000000001,0.5396666666666667,1.5,1.3333333333333333,1.0,0.8,1.5,1.875,2.0,1.75
2003,BOS,0.439,1,0.537,0.494,0.4633333333333334,0.42075,0.4976,0.5406666666666667,0.567125,0.5633999999999999,0.5355833333333333,1.0,0.6666666666666666,0.5,1.4,1.5,1.875,1.9,1.6666666666666667
2004,BOS,0.549,1,0.439,0.47550000000000003,0.4146666666666667,0.51225,0.561,0.5691666666666667,0.586125,0.55,0.5477500000000001,0.5,0.3333333333333333,1.5,1.6,2.0,2.125,1.8,1.6666666666666667
2005,BOS,0.402,0,0.549,0.34750000000000003,0.5,0.5640000000000001,0.5732,0.5915,0.58075,0.5439,0.5558333333333333,0.0,1.6666666666666667,1.75,2.2,2.1666666666666665,2.125,1.8,1.8333333333333333
2006,BOS,0.293,0,0.402,0.549,0.618,0.616,0.6294,0.623,0.568625,0.5622,0.57825,2.5,2.3333333333333335,2.75,2.6,2.6666666666666665,2.125,1.9,2.0833333333333335
2007,BOS,0.805,5,0.293,0.7805,0.7236666666666668,0.7135,0.6890000000000001,0.6585,0.593,0.5974999999999999,0.6036666666666667,3.5,3.6666666666666665,3.25,3.2,2.8333333333333335,2.25,2.2,2.25
2008,BOS,0.756,2,0.805,0.683,0.6829999999999999,0.66,0.6292,0.5751666666666667,0.5655,0.5841000000000001,0.5921666666666666,3.0,2.6666666666666665,2.75,2.4,2.0,1.75,2.0,2.0833333333333335
2009,BOS,0.61,4,0.756,0.6465000000000001,0.628,0.5975,0.5389999999999999,0.5305,0.55175,0.5683,0.5708333333333333,3.0,3.0,2.5,2.0,1.8333333333333333,1.875,2.0,2.0
2010,BOS,0.683,2,0.61,0.637,0.5933333333333334,0.52125,0.5146,0.5263333333333333,0.559375,0.5740000000000001,0.5718333333333333,2.5,2.0,1.5,1.4,1.3333333333333333,1.75,1.9,2.0
2011,BOS,0.591,3,0.683,0.5485,0.4673333333333333,0.4725,0.49499999999999994,0.5201666666666666,0.54875,0.5557,0.5728333333333333,2.0,1.3333333333333333,1.25,1.2,1.5,1.75,1.8,2.0833333333333335
2012,BOS,0.506,1,0.591,0.40549999999999997,0.433,0.471,0.506,0.5335,0.5582499999999999,0.5588,0.5711818181818181,0.5,0.6666666666666666,0.75,1.2,1.5,1.75,1.9,2.0
2013,BOS,0.305,0,0.506,0.39649999999999996,0.4593333333333333,0.506,0.539,0.5488333333333334,0.5575,0.5777,0.5777,0.5,0.6666666666666666,1.25,1.6,1.6666666666666667,1.75,2.1,2.1
2014,BOS,0.488,1,0.305,0.5365,0.573,0.5975,0.5976,0.6091666666666666,0.5971249999999999,0.608,0.608,1.0,1.6666666666666667,2.0,2.0,2.1666666666666665,2.25,2.3333333333333335,2.3333333333333335
2015,BOS,0.585,1,0.488,0.6154999999999999,0.634,0.625,0.6334,0.6111666666666666,0.623,0.623,0.623,2.0,2.3333333333333335,2.25,2.4,2.1666666666666665,2.5,2.5,2.5
2016,BOS,0.646,3,0.585,0.6585000000000001,0.6383333333333333,0.6455,0.6164,0.6173333333333334,0.6284285714285714,0.6284285714285714,0.6284285714285714,3.0,2.6666666666666665,2.75,2.4,2.6666666666666665,2.7142857142857144,2.7142857142857144,2.7142857142857144
2017,BOS,0.671,3,0.646,0.6345000000000001,0.6453333333333333,0.609,0.6116,0.6255000000000001,0.6255000000000001,0.6255000000000001,0.6255000000000001,2.5,2.6666666666666665,2.25,2.6,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
2018,BOS,0.598,2,0.671,0.6325000000000001,0.5883333333333334,0.59675,0.6164,0.6164,0.6164,0.6164,0.6164,2.5,2.0,2.5,2.6,2.6,2.6,2.6,2.6
2019,BOS,0.667,3,0.598,0.5835,0.5963333333333333,0.621,0.621,0.621,0.621,0.621,0.621,2.0,2.6666666666666665,2.75,2.75,2.75,2.75,2.75,2.75
2020,BOS,0.5,1,0.667,0.5609999999999999,0.6056666666666667,0.6056666666666667,0.6056666666666667,0.6056666666666667,0.6056666666666667,0.6056666666666667,0.6056666666666667,2.5,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
2021,BOS,0.622,4,0.5,0.6585,0.6585,0.6585,0.6585,0.6585,0.6585,0.6585,0.6585,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
2022,BOS,0.695,3,0.622,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004,CHA,0.22,0,,0.2685,0.31300000000000006,0.33225,0.3512,0.3821666666666667,0.35175,0.35940000000000005,0.38175,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,0.2,0.25
2005,CHA,0.317,0,0.22,0.35950000000000004,0.36966666666666664,0.384,0.41459999999999997,0.4146666666666666,0.35625,0.3776,0.39999999999999997,0.0,0.0,0.0,0.2,0.16666666666666666,0.125,0.2,0.25
2006,CHA,0.402,0,0.317,0.396,0.4063333333333334,0.43900000000000006,0.4342,0.3795,0.382125,0.4044,0.4101666666666666,0.0,0.0,0.25,0.2,0.16666666666666666,0.25,0.3,0.25
2007,CHA,0.39,0,0.402,0.4085,0.45133333333333336,0.44225,0.37499999999999994,0.35516666666666663,0.382125,0.40809999999999996,0.4163333333333333,0.0,0.3333333333333333,0.25,0.2,0.16666666666666666,0.25,0.3,0.25
2008,CHA,0.427,0,0.39,0.4820000000000001,0.45966666666666667,0.37125,0.3482,0.37749999999999995,0.4065,0.413,0.41333333333333333,0.5,0.3333333333333333,0.25,0.2,0.3333333333333333,0.375,0.3,0.25
